country,merit,outcome,2017,2018,2019,2020,2021,2022,2023
Czech Republic,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Czech Republic,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Czech Republic,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Czech Republic,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Czech Republic,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Czech Republic,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Czech Republic,NA,pending,NA,NA,NA,NA,NA,NA,NA
Djibouti,NA,filed,55,47,39,NA,NA,NA,NA
Djibouti,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Djibouti,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Djibouti,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Djibouti,TRUE,merit_dismiss_confirm,NA,NA,29,20,NA,NA,NA
Djibouti,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Djibouti,TRUE,merit_allow_substitute,NA,NA,NA,21,NA,NA,NA
Djibouti,NA,total_finalized,22,27,47,48,NA,NA,NA
Djibouti,NA,pending,35,55,49,NA,NA,NA,NA
Dominica,NA,filed,NA,NA,NA,NA,NA,NA,NA
Dominica,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Dominica,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Dominica,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Dominica,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Dominica,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Dominica,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Dominica,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Dominica,NA,pending,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,NA,filed,NA,NA,NA,NA,22,38,NA
Dominican Republic,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,20,NA
Dominican Republic,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,NA,total_finalized,NA,NA,NA,NA,NA,29,26
Dominican Republic,NA,pending,NA,NA,NA,NA,NA,21,NA
Ecuador,NA,filed,NA,NA,NA,NA,27,27,27
Ecuador,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Ecuador,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Ecuador,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Ecuador,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Ecuador,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Ecuador,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Ecuador,NA,total_finalized,NA,NA,NA,NA,26,29,29
Ecuador,NA,pending,NA,NA,NA,NA,NA,NA,NA
Egypt,NA,filed,37,24,80,75,90,30,NA
Egypt,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Egypt,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Egypt,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Egypt,TRUE,merit_dismiss_confirm,NA,NA,22,NA,88,24,NA
Egypt,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Egypt,TRUE,merit_allow_substitute,NA,NA,NA,NA,47,NA,23
Egypt,NA,total_finalized,23,26,48,57,140,40,31
Egypt,NA,pending,28,26,58,76,26,NA,NA
El Salvador,NA,filed,29,70,105,21,NA,35,26
El Salvador,FALSE,nonmerit_dismiss_jurisdiction,NA,21,28,NA,NA,NA,NA
El Salvador,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
El Salvador,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
El Salvador,TRUE,merit_dismiss_confirm,NA,NA,24,47,NA,NA,NA
El Salvador,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
El Salvador,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
El Salvador,NA,total_finalized,31,43,73,79,27,30,26
El Salvador,NA,pending,NA,39,71,NA,NA,NA,NA
Equatorial Guinea,NA,filed,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,NA,pending,NA,NA,NA,NA,NA,NA,NA
Eritrea,NA,filed,49,44,49,NA,25,32,NA
Eritrea,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Eritrea,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Eritrea,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Eritrea,TRUE,merit_dismiss_confirm,NA,NA,20,NA,21,NA,NA
Eritrea,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Eritrea,TRUE,merit_allow_substitute,NA,NA,NA,22,NA,NA,NA
Eritrea,NA,total_finalized,38,28,42,44,36,25,33
Eritrea,NA,pending,28,44,51,23,NA,NA,NA
Ethiopia,NA,filed,86,61,133,118,47,27,NA
Ethiopia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Ethiopia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Ethiopia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Ethiopia,TRUE,merit_dismiss_confirm,42,20,30,73,30,NA,NA
Ethiopia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Ethiopia,TRUE,merit_allow_substitute,NA,NA,24,68,74,28,NA
Ethiopia,NA,total_finalized,81,32,70,164,120,40,NA
Ethiopia,NA,pending,42,71,134,86,NA,NA,NA
Finland,NA,filed,NA,NA,NA,NA,NA,NA,NA
Finland,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Finland,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Finland,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Finland,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Finland,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Finland,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Finland,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Finland,NA,pending,NA,NA,NA,NA,NA,NA,NA
France,NA,filed,NA,NA,NA,NA,NA,NA,NA
France,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
France,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
France,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
France,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
France,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
France,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
France,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
France,NA,pending,NA,NA,NA,NA,NA,NA,NA
Gabon,NA,filed,NA,NA,NA,NA,NA,NA,NA
Gabon,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Gabon,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Gabon,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Gabon,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Gabon,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Gabon,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Gabon,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Gabon,NA,pending,NA,NA,NA,NA,NA,NA,NA
Gambia,NA,filed,NA,NA,NA,NA,NA,21,NA
Gambia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Gambia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Gambia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Gambia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,21,NA
Gambia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Gambia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Gambia,NA,total_finalized,NA,NA,NA,NA,20,27,NA
Gambia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,filed,42,49,29,34,31,30,NA
Georgia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Georgia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Georgia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Georgia,TRUE,merit_dismiss_confirm,NA,23,21,24,30,NA,NA
Georgia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Georgia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,total_finalized,NA,42,35,37,53,31,27
Georgia,NA,pending,39,46,40,37,NA,NA,NA
Germany,NA,filed,NA,NA,NA,NA,NA,NA,NA
Germany,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Germany,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Germany,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Germany,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Germany,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Germany,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Germany,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Germany,NA,pending,NA,NA,NA,NA,NA,NA,NA
Ghana,NA,filed,55,76,80,27,56,74,63
Ghana,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Ghana,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Ghana,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Ghana,TRUE,merit_dismiss_confirm,23,34,53,29,46,37,46
Ghana,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Ghana,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Ghana,NA,total_finalized,34,55,83,44,77,62,75
Ghana,NA,pending,42,63,60,42,21,33,21
Greece,NA,filed,NA,NA,NA,NA,NA,NA,NA
Greece,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Greece,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Greece,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Greece,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Greece,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Greece,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Greece,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Greece,NA,pending,NA,NA,NA,NA,NA,NA,NA
Guatemala,NA,filed,NA,25,NA,NA,30,37,45
Guatemala,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Guatemala,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Guatemala,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Guatemala,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,22,24
Guatemala,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Guatemala,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Guatemala,NA,total_finalized,NA,22,NA,22,NA,44,39
Guatemala,NA,pending,NA,NA,21,NA,NA,NA,NA
Guinea,NA,filed,NA,NA,20,NA,NA,50,26
Guinea,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Guinea,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Guinea,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Guinea,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,24
Guinea,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Guinea,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Guinea,NA,total_finalized,NA,NA,NA,NA,NA,38,28
Guinea,NA,pending,NA,NA,23,NA,NA,21,NA
Guinea-Bissau,NA,filed,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,NA,pending,NA,NA,NA,NA,NA,NA,NA
Guyana,NA,filed,NA,NA,28,NA,NA,NA,NA
Guyana,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Guyana,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Guyana,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Guyana,TRUE,merit_dismiss_confirm,NA,NA,21,NA,NA,NA,NA
Guyana,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Guyana,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Guyana,NA,total_finalized,NA,NA,31,NA,NA,NA,NA
Guyana,NA,pending,NA,NA,NA,NA,NA,NA,NA
Haiti,NA,filed,423,1337,1825,510,346,226,170
Haiti,FALSE,nonmerit_dismiss_jurisdiction,54,117,105,NA,20,36,NA
Haiti,FALSE,nonmerit_dismiss_imperfect,NA,NA,41,61,25,NA,NA
Haiti,FALSE,nonmerit_dismiss_other,NA,NA,21,NA,58,NA,NA
Haiti,TRUE,merit_dismiss_confirm,50,452,1412,964,435,202,78
Haiti,TRUE,merit_allow_referback,NA,33,71,48,49,32,30
Haiti,TRUE,merit_allow_substitute,NA,25,78,59,67,41,32
Haiti,NA,total_finalized,116,655,1729,1172,654,355,181
Haiti,NA,pending,401,1084,1178,518,212,81,71
Honduras,NA,filed,NA,53,26,22,34,28,33
Honduras,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Honduras,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Honduras,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Honduras,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,26,NA
Honduras,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Honduras,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Honduras,NA,total_finalized,NA,35,33,35,21,43,31
Honduras,NA,pending,NA,33,26,NA,27,NA,NA
Hong Kong (SAR),NA,filed,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Hong Kong (SAR),NA,pending,NA,NA,NA,NA,NA,NA,NA
Hungary,NA,filed,132,130,62,NA,20,NA,NA
Hungary,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Hungary,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Hungary,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Hungary,TRUE,merit_dismiss_confirm,75,41,38,NA,NA,NA,NA
Hungary,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Hungary,TRUE,merit_allow_substitute,NA,49,42,47,NA,NA,NA
Hungary,NA,total_finalized,110,108,106,62,21,29,NA
Hungary,NA,pending,89,114,73,NA,NA,NA,NA
India,NA,filed,243,190,480,530,1485,3993,2174
India,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,22,NA
India,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,82,388,84
India,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,40,NA
India,TRUE,merit_dismiss_confirm,69,69,296,326,784,1895,1950
India,TRUE,merit_allow_referback,24,NA,NA,NA,103,156,273
India,TRUE,merit_allow_substitute,NA,NA,67,61,222,504,842
India,NA,total_finalized,117,115,397,434,1224,3005,3196
India,NA,pending,266,341,424,522,784,1771,750
Indonesia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Indonesia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Indonesia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Indonesia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Indonesia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Indonesia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Indonesia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Indonesia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Indonesia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Iran,NA,filed,47,100,181,75,175,70,41
Iran,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Iran,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Iran,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Iran,TRUE,merit_dismiss_confirm,NA,NA,33,72,50,48,20
Iran,TRUE,merit_allow_referback,NA,NA,23,NA,NA,43,NA
Iran,TRUE,merit_allow_substitute,NA,NA,31,87,56,39,26
Iran,NA,total_finalized,NA,53,92,180,150,137,57
Iran,NA,pending,41,88,177,73,99,32,NA
Iraq,NA,filed,90,96,69,42,65,30,NA
Iraq,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Iraq,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Iraq,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Iraq,TRUE,merit_dismiss_confirm,NA,40,NA,36,45,NA,NA
Iraq,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Iraq,TRUE,merit_allow_substitute,NA,NA,21,39,35,NA,NA
Iraq,NA,total_finalized,76,81,57,92,87,36,20
Iraq,NA,pending,66,81,91,41,NA,NA,NA
Ireland,NA,filed,NA,NA,NA,NA,NA,NA,NA
Ireland,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Ireland,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Ireland,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Ireland,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Ireland,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Ireland,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Ireland,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Ireland,NA,pending,NA,NA,NA,NA,NA,NA,NA
Israel,NA,filed,NA,NA,NA,NA,NA,NA,NA
Israel,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Israel,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Israel,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Israel,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Israel,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Israel,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Israel,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Israel,NA,pending,NA,NA,NA,NA,NA,NA,NA
Italy,NA,filed,NA,23,NA,NA,20,20,NA
Italy,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Italy,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Italy,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Italy,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Italy,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Italy,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Italy,NA,total_finalized,26,NA,NA,NA,NA,22,20
Italy,NA,pending,NA,22,NA,NA,NA,NA,NA
Côte d'Ivoire,NA,filed,NA,NA,NA,NA,45,33,NA
Côte d'Ivoire,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Côte d'Ivoire,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Côte d'Ivoire,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Côte d'Ivoire,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,27,23,20
Côte d'Ivoire,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Côte d'Ivoire,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Côte d'Ivoire,NA,total_finalized,NA,NA,NA,NA,33,27,26
Côte d'Ivoire,NA,pending,NA,NA,NA,NA,NA,23,NA
Jamaica,NA,filed,44,35,49,41,48,78,34
Jamaica,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Jamaica,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Jamaica,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Jamaica,TRUE,merit_dismiss_confirm,29,NA,NA,34,43,29,35
Jamaica,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Jamaica,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Jamaica,NA,total_finalized,36,34,24,58,61,61,62
Jamaica,NA,pending,25,26,52,35,23,40,NA
Jordan,NA,filed,NA,31,91,69,91,66,97
Jordan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Jordan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Jordan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Jordan,TRUE,merit_dismiss_confirm,NA,NA,26,32,87,25,45
Jordan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
