country,merit,outcome,2017,2018,2019,2020,2021,2022,2023
Jordan,TRUE,merit_allow_substitute,NA,NA,NA,NA,24,22,42
Jordan,NA,total_finalized,25,NA,49,71,137,66,110
Jordan,NA,pending,NA,35,78,76,30,30,NA
Kazakhstan,NA,filed,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,NA,pending,NA,NA,NA,NA,NA,NA,NA
Kenya,NA,filed,23,42,36,56,135,52,42
Kenya,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Kenya,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Kenya,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Kenya,TRUE,merit_dismiss_confirm,NA,NA,NA,30,74,53,NA
Kenya,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Kenya,TRUE,merit_allow_substitute,NA,NA,NA,24,48,26,24
Kenya,NA,total_finalized,NA,NA,NA,60,142,87,46
Kenya,NA,pending,20,43,64,60,53,NA,NA
South Korea,NA,filed,NA,NA,NA,NA,NA,NA,NA
South Korea,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
South Korea,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
South Korea,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
South Korea,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
South Korea,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
South Korea,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
South Korea,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
South Korea,NA,pending,NA,NA,NA,NA,NA,NA,NA
Kosovo,NA,filed,NA,NA,NA,NA,NA,NA,NA
Kosovo,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Kosovo,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Kosovo,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Kosovo,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Kosovo,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Kosovo,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Kosovo,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Kosovo,NA,pending,NA,NA,NA,NA,NA,NA,NA
Kuwait,NA,filed,NA,NA,NA,NA,NA,NA,NA
Kuwait,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Kuwait,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Kuwait,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Kuwait,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Kuwait,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Kuwait,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Kuwait,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Kuwait,NA,pending,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,NA,filed,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,NA,pending,NA,NA,NA,NA,NA,NA,NA
Latvia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Latvia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Latvia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Latvia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Latvia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Latvia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Latvia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Latvia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Latvia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Lebanon,NA,filed,85,80,73,32,103,99,132
Lebanon,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Lebanon,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Lebanon,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Lebanon,TRUE,merit_dismiss_confirm,24,29,38,45,52,74,84
Lebanon,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Lebanon,TRUE,merit_allow_substitute,NA,20,NA,21,NA,NA,NA
Lebanon,NA,total_finalized,65,71,69,78,96,96,133
Lebanon,NA,pending,71,80,84,38,45,47,46
Liberia,NA,filed,NA,NA,NA,NA,31,NA,NA
Liberia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Liberia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Liberia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Liberia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Liberia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Liberia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Liberia,NA,total_finalized,NA,NA,NA,NA,NA,24,NA
Liberia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Libya,NA,filed,23,NA,23,26,NA,NA,NA
Libya,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Libya,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Libya,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Libya,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Libya,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Libya,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Libya,NA,total_finalized,36,NA,22,NA,33,NA,NA
Libya,NA,pending,NA,NA,NA,27,NA,NA,NA
Lithuania,NA,filed,NA,NA,NA,NA,NA,NA,NA
Lithuania,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Lithuania,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Lithuania,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Lithuania,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Lithuania,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Lithuania,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Lithuania,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Lithuania,NA,pending,NA,NA,NA,NA,NA,NA,NA
Malawi,NA,filed,NA,NA,NA,NA,NA,NA,NA
Malawi,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Malawi,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Malawi,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Malawi,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Malawi,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Malawi,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Malawi,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Malawi,NA,pending,NA,NA,NA,NA,NA,NA,NA
Mali,NA,filed,25,NA,NA,NA,NA,30,NA
Mali,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Mali,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Mali,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Mali,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Mali,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Mali,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Mali,NA,total_finalized,22,25,22,NA,NA,20,NA
Mali,NA,pending,41,28,NA,NA,NA,NA,NA
Mauritania,NA,filed,NA,NA,NA,NA,NA,24,NA
Mauritania,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Mauritania,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Mauritania,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Mauritania,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Mauritania,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Mauritania,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Mauritania,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Mauritania,NA,pending,NA,10,NA,NA,NA,NA,NA
Mauritius,NA,filed,NA,NA,NA,NA,NA,NA,NA
Mauritius,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Mauritius,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Mauritius,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Mauritius,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Mauritius,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Mauritius,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Mauritius,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Mauritius,NA,pending,NA,NA,NA,NA,NA,NA,NA
Mexico,NA,filed,155,302,899,1009,1575,1610,2183
Mexico,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,22,NA,NA,NA,NA
Mexico,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,33,56,94,125
Mexico,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Mexico,TRUE,merit_dismiss_confirm,26,63,331,488,1245,991,1410
Mexico,TRUE,merit_allow_referback,NA,NA,37,78,160,111,153
Mexico,TRUE,merit_allow_substitute,NA,NA,60,114,335,332,465
Mexico,NA,total_finalized,59,108,485,747,1837,1577,2
Mexico,NA,pending,125,319,733,996,734,767,759
Moldova,NA,filed,NA,NA,NA,NA,NA,NA,NA
Moldova,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Moldova,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Moldova,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Moldova,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Moldova,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Moldova,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Moldova,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Moldova,NA,pending,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Mongolia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Mongolia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Mongolia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Mongolia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Mongolia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Mongolia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Montenegro,NA,filed,NA,NA,NA,NA,NA,NA,NA
Montenegro,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Montenegro,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Montenegro,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Montenegro,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Montenegro,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Montenegro,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Montenegro,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Montenegro,NA,pending,NA,NA,NA,NA,NA,NA,NA
Morocco,NA,filed,NA,NA,NA,NA,NA,NA,20
Morocco,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Morocco,FALSE,nonmerit_dismiss_imperfect,2,NA,NA,NA,NA,NA,NA
Morocco,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Morocco,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Morocco,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Morocco,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Morocco,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Morocco,NA,pending,NA,NA,NA,NA,NA,NA,NA
Mozambique,NA,filed,NA,NA,NA,NA,NA,NA,NA
Mozambique,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Mozambique,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Mozambique,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Mozambique,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Mozambique,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Mozambique,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Mozambique,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Mozambique,NA,pending,NA,NA,NA,NA,NA,NA,NA
Namibia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Namibia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Namibia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Namibia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Namibia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Namibia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Namibia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Namibia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Namibia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Nepal,NA,filed,28,29,NA,NA,84,NA,NA
Nepal,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Nepal,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Nepal,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Nepal,TRUE,merit_dismiss_confirm,NA,NA,NA,20,NA,24,NA
Nepal,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Nepal,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,23,NA
Nepal,NA,total_finalized,NA,NA,NA,29,39,57,NA
Nepal,NA,pending,NA,29,31,NA,50,NA,NA
Netherlands,NA,filed,NA,NA,NA,NA,NA,NA,NA
Netherlands,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Netherlands,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Netherlands,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Netherlands,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Netherlands,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Netherlands,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Netherlands,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Netherlands,NA,pending,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NA,filed,NA,NA,NA,NA,NA,NA,NA
Nicaragua,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Nicaragua,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Nicaragua,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Nicaragua,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Nicaragua,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Nicaragua,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NA,total_finalized,NA,NA,NA,NA,NA,NA,23
Nicaragua,NA,pending,NA,NA,NA,NA,NA,NA,NA
Niger,NA,filed,NA,NA,NA,NA,NA,NA,NA
Niger,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Niger,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Niger,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Niger,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Niger,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Niger,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Niger,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Niger,NA,pending,NA,NA,NA,NA,NA,NA,NA
Nigeria,NA,filed,830,1621,3910,1812,1612,790,389
Nigeria,FALSE,nonmerit_dismiss_jurisdiction,45,50,47,NA,NA,NA,NA
Nigeria,FALSE,nonmerit_dismiss_imperfect,29,36,58,24,NA,NA,NA
Nigeria,FALSE,nonmerit_dismiss_other,NA,24,46,NA,326,112,21
Nigeria,TRUE,merit_dismiss_confirm,335,554,1767,1826,1552,624,284
Nigeria,TRUE,merit_allow_referback,85,107,216,208,256,108,58
Nigeria,TRUE,merit_allow_substitute,NA,54,288,555,666,316,168
Nigeria,NA,total_finalized,526,826,2422,2649,2856,1204,543
Nigeria,NA,pending,525,1321,2812,1983,748,331,183
Norway,NA,filed,NA,NA,NA,NA,NA,NA,NA
Norway,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Norway,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Norway,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Norway,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Norway,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Norway,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Norway,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Norway,NA,pending,NA,NA,NA,NA,NA,NA,NA
Pakistan,NA,filed,126,229,423,311,685,280,185
Pakistan,FALSE,nonmerit_dismiss_jurisdiction,NA,34,37,NA,NA,NA,NA
Pakistan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Pakistan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Pakistan,TRUE,merit_dismiss_confirm,57,42,134,226,382,244,118
Pakistan,TRUE,merit_allow_referback,NA,NA,21,32,52,49,NA
Pakistan,TRUE,merit_allow_substitute,NA,NA,26,85,234,168,91
Pakistan,NA,total_finalized,79,106,237,374,710,475,235
Pakistan,NA,pending,88,211,399,336,313,113,64
Palestine,NA,filed,30,35,71,40,NA,NA,NA
Palestine,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Palestine,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Palestine,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Palestine,TRUE,merit_dismiss_confirm,NA,NA,NA,26,NA,NA,NA
Palestine,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Palestine,TRUE,merit_allow_substitute,NA,NA,NA,20,NA,NA,NA
Palestine,NA,total_finalized,23,28,31,69,38,NA,NA
Palestine,NA,pending,NA,NA,58,29,NA,NA,NA
Peru,NA,filed,NA,NA,22,NA,24,56,60
Peru,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Peru,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Peru,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Peru,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,40
Peru,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Peru,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Peru,NA,total_finalized,NA,NA,NA,NA,26,43,71
Peru,NA,pending,NA,NA,NA,NA,NA,27,NA
Philippines,NA,filed,NA,33,NA,NA,38,35,28
Philippines,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Philippines,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Philippines,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Philippines,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,33,29,NA
Philippines,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Philippines,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Philippines,NA,total_finalized,NA,NA,NA,NA,40,34,28
Philippines,NA,pending,NA,28,NA,NA,NA,NA,NA
Poland,NA,filed,NA,20,NA,NA,27,NA,NA
Poland,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Poland,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Poland,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Poland,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Poland,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Poland,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Poland,NA,total_finalized,NA,NA,NA,NA,NA,23,NA
Poland,NA,pending,NA,20,NA,NA,23,NA,NA
Portugal,NA,filed,NA,NA,NA,NA,NA,NA,NA
Portugal,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Portugal,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Portugal,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Portugal,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Portugal,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Portugal,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Portugal,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Portugal,NA,pending,NA,NA,6,NA,NA,NA,NA
Qatar,NA,filed,NA,NA,NA,NA,NA,NA,NA
Qatar,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Qatar,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Qatar,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Qatar,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Qatar,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Qatar,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Qatar,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Qatar,NA,pending,NA,NA,NA,NA,NA,NA,NA
Romania,NA,filed,NA,NA,69,24,29,27,27
Romania,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Romania,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Romania,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
