country,merit,outcome,2017,2018,2019,2020,2021,2022,2023
Romania,TRUE,merit_dismiss_confirm,NA,NA,NA,21,NA,NA,NA
Romania,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Romania,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,23,NA
Romania,NA,total_finalized,NA,NA,49,39,38,30,NA
Romania,NA,pending,NA,NA,35,20,NA,NA,NA
Russia,NA,filed,NA,NA,NA,NA,25,NA,NA
Russia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Russia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Russia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Russia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Russia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Russia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Russia,NA,total_finalized,NA,NA,NA,20,21,NA,NA
Russia,NA,pending,NA,NA,21,NA,NA,NA,NA
Rwanda,NA,filed,20,21,22,44,64,51,47
Rwanda,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Rwanda,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Rwanda,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Rwanda,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,40,NA,28
Rwanda,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Rwanda,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Rwanda,NA,total_finalized,NA,NA,22,21,82,39,58
Rwanda,NA,pending,20,23,23,46,28,35,24
"Saint Kitts and Nevis, Fed. Of",NA,filed,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
"Saint Kitts and Nevis, Fed. Of",NA,pending,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,NA,filed,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,NA,pending,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,NA,filed,22,41,57,NA,NA,NA,NA
Saudi Arabia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,TRUE,merit_dismiss_confirm,NA,NA,20,NA,NA,NA,NA
Saudi Arabia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,NA,total_finalized,NA,25,49,34,20,NA,NA
Saudi Arabia,NA,pending,NA,29,37,NA,NA,NA,NA
Senegal,NA,filed,NA,NA,NA,33,73,38,NA
Senegal,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Senegal,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Senegal,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Senegal,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,70,31,NA
Senegal,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Senegal,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Senegal,NA,total_finalized,NA,NA,NA,NA,89,49,NA
Senegal,NA,pending,NA,NA,NA,36,20,NA,NA
Serbia,NA,filed,NA,NA,NA,NA,NA,NA,NA
Serbia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Serbia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Serbia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Serbia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Serbia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Serbia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Serbia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Serbia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,NA,filed,NA,NA,NA,NA,NA,23,NA
Sierra Leone,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,20
Sierra Leone,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,NA,total_finalized,NA,NA,NA,NA,NA,NA,30
Sierra Leone,NA,pending,NA,NA,NA,NA,NA,NA,NA
Slovakia,NA,filed,NA,22,NA,NA,NA,NA,NA
Slovakia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Slovakia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Slovakia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Slovakia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Slovakia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Slovakia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Slovakia,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Slovakia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Somalia,NA,filed,181,209,99,33,80,72,41
Somalia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Somalia,FALSE,nonmerit_dismiss_imperfect,NA,28,NA,NA,NA,NA,NA
Somalia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Somalia,TRUE,merit_dismiss_confirm,37,66,32,77,35,47,52
Somalia,TRUE,merit_allow_referback,NA,NA,NA,43,NA,NA,NA
Somalia,TRUE,merit_allow_substitute,47,25,35,46,25,NA,NA
Somalia,NA,total_finalized,116,145,105,174,78,82,81
Somalia,NA,pending,129,194,189,50,57,49,NA
South Africa,NA,filed,NA,34,50,48,38,30,NA
South Africa,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
South Africa,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
South Africa,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
South Africa,TRUE,merit_dismiss_confirm,NA,NA,28,21,36,26,NA
South Africa,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
South Africa,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
South Africa,NA,total_finalized,NA,NA,38,28,69,35,30
South Africa,NA,pending,NA,24,36,56,25,20,NA
Spain,NA,filed,NA,NA,NA,NA,NA,21,NA
Spain,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Spain,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Spain,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Spain,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Spain,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Spain,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Spain,NA,total_finalized,NA,NA,NA,NA,NA,NA,20
Spain,NA,pending,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,NA,filed,58,44,80,54,124,128,85
Sri Lanka,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,TRUE,merit_dismiss_confirm,NA,28,NA,37,38,48,39
Sri Lanka,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,TRUE,merit_allow_substitute,NA,NA,NA,31,58,66,60
Sri Lanka,NA,total_finalized,22,45,41,76,127,132,110
Sri Lanka,NA,pending,44,43,82,60,58,54,32
Sudan,NA,filed,26,97,NA,NA,29,NA,NA
Sudan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Sudan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Sudan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Sudan,TRUE,merit_dismiss_confirm,NA,23,40,NA,NA,NA,NA
Sudan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Sudan,TRUE,merit_allow_substitute,NA,NA,28,NA,NA,NA,NA
Sudan,NA,total_finalized,NA,37,78,NA,32,NA,NA
Sudan,NA,pending,20,80,18,NA,NA,NA,NA
Eswatini,NA,filed,NA,NA,NA,NA,NA,NA,NA
Eswatini,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Eswatini,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Eswatini,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Eswatini,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Eswatini,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Eswatini,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Eswatini,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Eswatini,NA,pending,NA,NA,NA,NA,NA,NA,NA
Switzerland,NA,filed,NA,NA,NA,NA,NA,NA,NA
Switzerland,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Switzerland,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Switzerland,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Switzerland,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Switzerland,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Switzerland,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Switzerland,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Switzerland,NA,pending,NA,NA,NA,NA,NA,NA,NA
Syria,NA,filed,NA,23,38,NA,NA,20,NA
Syria,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Syria,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Syria,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Syria,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Syria,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Syria,TRUE,merit_allow_substitute,NA,NA,NA,27,NA,NA,NA
Syria,NA,total_finalized,NA,NA,NA,42,NA,NA,NA
Syria,NA,pending,NA,20,43,NA,NA,NA,NA
Taiwan,NA,filed,NA,NA,NA,NA,NA,NA,NA
Taiwan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Taiwan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Taiwan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Taiwan,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Taiwan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Taiwan,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Taiwan,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Taiwan,NA,pending,NA,NA,NA,NA,NA,NA,NA
Tajikistan,NA,filed,NA,NA,NA,NA,NA,NA,NA
Tajikistan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Tajikistan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Tajikistan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Tajikistan,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Tajikistan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Tajikistan,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Tajikistan,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Tajikistan,NA,pending,NA,NA,NA,NA,NA,NA,NA
Tanzania,NA,filed,NA,31,NA,NA,22,NA,22
Tanzania,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Tanzania,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Tanzania,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Tanzania,TRUE,merit_dismiss_confirm,NA,NA,NA,22,NA,NA,NA
Tanzania,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Tanzania,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Tanzania,NA,total_finalized,NA,NA,NA,30,NA,NA,21
Tanzania,NA,pending,NA,29,27,NA,NA,NA,NA
Thailand,NA,filed,NA,NA,NA,NA,NA,NA,NA
Thailand,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Thailand,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Thailand,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Thailand,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Thailand,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Thailand,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Thailand,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Thailand,NA,pending,NA,NA,NA,NA,NA,NA,NA
Togo,NA,filed,NA,NA,NA,NA,NA,NA,NA
Togo,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Togo,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Togo,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Togo,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Togo,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Togo,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Togo,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Togo,NA,pending,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,NA,filed,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,NA,pending,NA,NA,NA,NA,NA,NA,NA
Tunisia,NA,filed,NA,NA,NA,NA,22,27,21
Tunisia,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Tunisia,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Tunisia,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Tunisia,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,27,22
Tunisia,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Tunisia,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Tunisia,NA,total_finalized,NA,NA,NA,NA,NA,31,24
Tunisia,NA,pending,NA,NA,NA,NA,NA,NA,NA
Türkiye,NA,filed,141,117,62,36,46,NA,64
Türkiye,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Türkiye,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Türkiye,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Türkiye,TRUE,merit_dismiss_confirm,22,35,23,38,30,NA,23
Türkiye,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Türkiye,TRUE,merit_allow_substitute,31,47,36,NA,23,NA,NA
Türkiye,NA,total_finalized,85,115,68,77,64,30,48
Türkiye,NA,pending,84,87,81,39,22,NA,32
Uganda,NA,filed,47,26,44,37,45,34,NA
Uganda,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Uganda,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Uganda,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Uganda,TRUE,merit_dismiss_confirm,NA,NA,NA,20,35,27,NA
Uganda,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Uganda,TRUE,merit_allow_substitute,NA,NA,NA,NA,20,NA,NA
Uganda,NA,total_finalized,26,26,31,35,64,45,29
Uganda,NA,pending,33,33,46,48,29,NA,NA
Ukraine,NA,filed,42,33,38,NA,20,28,NA
Ukraine,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Ukraine,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Ukraine,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Ukraine,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Ukraine,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Ukraine,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,20,NA
Ukraine,NA,total_finalized,34,29,28,33,28,36,NA
Ukraine,NA,pending,26,30,40,21,NA,NA,NA
United Arab Emirates,NA,filed,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,NA,pending,NA,NA,NA,NA,NA,NA,NA
United Kingdom,NA,filed,NA,NA,NA,NA,NA,NA,NA
United Kingdom,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
United Kingdom,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
United Kingdom,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
United Kingdom,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
United Kingdom,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
United Kingdom,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
United Kingdom,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
United Kingdom,NA,pending,NA,NA,NA,NA,NA,NA,NA
United States of America,NA,filed,48,115,226,76,99,52,26
United States of America,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
United States of America,FALSE,nonmerit_dismiss_imperfect,NA,NA,24,20,NA,NA,NA
United States of America,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
United States of America,TRUE,merit_dismiss_confirm,NA,41,117,138,75,58,31
United States of America,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
United States of America,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
United States of America,NA,total_finalized,21,57,166,171,113,76,38
United States of America,NA,pending,41,99,159,64,49,24,NA
Uruguay,NA,filed,NA,NA,NA,NA,NA,NA,NA
Uruguay,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Uruguay,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Uruguay,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Uruguay,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Uruguay,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Uruguay,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Uruguay,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Uruguay,NA,pending,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,NA,filed,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,FALSE,nonmerit_dismiss_jurisdiction,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,TRUE,merit_dismiss_confirm,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,TRUE,merit_allow_referback,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,TRUE,merit_allow_substitute,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,NA,total_finalized,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,NA,pending,NA,NA,NA,NA,NA,NA,NA
Venezuela,NA,filed,85,119,110,66,81,79,44
Venezuela,FALSE,nonmerit_dismiss_jurisdiction,NA,20,20,NA,NA,NA,NA
Venezuela,FALSE,nonmerit_dismiss_imperfect,NA,NA,NA,NA,NA,NA,NA
Venezuela,FALSE,nonmerit_dismiss_other,NA,NA,NA,NA,NA,NA,NA
